predictor,outcome,adjusted,n,elicited_q,status,likelihood_estimate,likelihood_se,neutral_mean,neutral_lo,neutral_hi,neutral_p_positive,directional_mean,directional_lo,directional_hi,directional_p_positive,prior_shift_p_positive,prior_data_conflict,n_nonmissing,note
F7_any_torus,QoL_worse,False,39,0.98,ok,-0.3623841033699477,0.3158730297564794,-0.2590117251467812,-0.7824142100495399,0.2643907597559774,0.16604551146310065,0.0971227927427248,-0.4613274452071943,0.4369501029392688,0.9066681389767257,0.7406226275136251,True,39,any vs none
F7_any_torus,QoL_worse,True,33,0.98,ok,-0.48000048665919237,0.37319748610049547,-0.3082645977918218,-0.8944402666097616,0.2779110710261179,0.1513342614050176,0.09911819943099359,-0.5529100202588937,0.4795316505777415,0.8969793981254969,0.7456451367204793,True,39,any vs none
A1_ridge_saturated,QoL_worse,False,41,0.98,ok,0.6128907619032671,0.448712337810096,0.33948188237667937,-0.3150531035866431,0.9940168683400017,0.8453179419451824,0.43120298377796906,0.024358567611144872,1.017175826462203,0.9962139029387198,0.15089596099353741,False,41,primary mandibular ridge measure
A1_ridge_saturated,QoL_worse,True,35,0.98,ok,0.9208338544614885,0.48690280335165353,0.47263517034608377,-0.2110603668252053,1.1563307075173728,0.9122773474600834,0.5321743813013199,0.042454583255137374,1.1696358359755266,0.9980023584111197,0.08572501095103635,False,41,primary mandibular ridge measure
A4_any_torus,QoL_worse,False,40,0.98,ok,-0.4000034896498343,0.27737460488744964,-0.30587230234247675,-0.7812655114066357,0.16952090672168207,0.10364386685151383,0.04510254858184829,-0.5578405038470703,0.3592951993943324,0.849574384629896,0.7459305177783822,True,40,any side vs none
A4_any_torus,QoL_worse,True,34,0.98,ok,-0.6152781782570382,0.38648607430292714,-0.3851540485460015,-0.9844804625029526,0.21417236541094947,0.10391392018271733,0.05720046360173349,-0.7024028511408946,0.4532123210843098,0.8500280138761475,0.7461140936934301,True,40,any side vs none
A5_lingual_pouch_risk,QoL_worse,False,41,0.98,ok,-0.0018735924068176424,0.5283288554077484,-0.0008852207974994078,-0.7126568405026172,0.7108863989076182,0.499027546893502,0.2777532182358612,0.0022060670488060017,0.8104935143118639,0.9797579874974257,0.4807304406039237,False,41,bilateral mean
A5_lingual_pouch_risk,QoL_worse,True,35,0.98,ok,0.45725158087393636,0.5997771303614063,0.187480371024935,-0.5652480035419474,0.9402087455918171,0.6872831030542308,0.3795059739883552,0.01172332206029706,0.9985966575335777,0.9906964223545978,0.30341331930036697,False,41,bilateral mean
A6_firm_gingiva_risk,QoL_worse,False,41,0.98,ok,0.6070193540579629,0.6166455569424812,0.2407844805267201,-0.5204118295243533,1.0019807905777933,0.7323655700425815,0.4104867044341594,0.015063005303341018,1.0512899381544796,0.9925079313143054,0.26014236127172385,False,41,bilateral mean
A6_firm_gingiva_risk,QoL_worse,True,35,0.98,ok,0.8902620173089125,0.6400532678229868,0.3373900836336776,-0.4348839715886491,1.109664138856004,0.8040748103624415,0.46943207662073305,0.02246889031191088,1.1449711169271402,0.9949841294630651,0.1909093191006236,False,41,bilateral mean
A7_tuberculum_shape_risk,QoL_worse,False,41,0.98,ok,-0.6658507589827676,0.46489007902674623,-0.35712197493082426,-1.0244174916391378,0.31017354177748896,0.14710519513724724,0.10940840963930004,-0.6417326217929087,0.5425720630195524,0.8939077218210655,0.7468025266838183,True,41,bilateral mean
A7_tuberculum_shape_risk,QoL_worse,True,35,0.98,ok,-0.3987460130183255,0.5171786600389109,-0.19264068968782042,-0.8971950759922932,0.5119136966166521,0.2960147552836643,0.19938104858866887,-0.30216019309644626,0.6772645132653337,0.9534802641153435,0.6574655088316792,False,41,bilateral mean
A8_inclination_risk,QoL_worse,False,41,0.98,ok,0.17253643918965175,0.4283437258927642,0.09950695356530848,-0.5380614713478976,0.7370753784785145,0.6201583315763669,0.29266874136491544,0.006692339407600142,0.7995326221849033,0.9875102493846403,0.36735191780827336,False,41,validation-sensitive
A8_inclination_risk,QoL_worse,True,35,0.98,ok,0.49823608916958084,0.42488710279628406,0.28931618495179184,-0.34526970804827256,0.9239020779518561,0.8142250045517383,0.39304964035894635,0.01955314741787169,0.9512730986742258,0.9952864051361653,0.181061400584427,False,41,validation-sensitive
A9_mobility_risk,QoL_worse,False,41,0.98,ok,0.6830468671568825,0.599888062746415,0.27999889188394433,-0.47278655641091194,1.0327843401788006,0.7670020745454076,0.4290697228461368,0.017881078412145562,1.0744794168153715,0.9937583018254057,0.2267562272799981,False,41,bilateral mean
A9_mobility_risk,QoL_worse,True,35,0.98,ok,1.0132828783664731,0.5362571506363302,0.4712314742324663,-0.24552723723817432,1.1879901857031068,0.9012269053224164,0.5401885733700013,0.04026028843026574,1.2037737716812345,0.9977271189167135,0.09650021359429706,False,41,bilateral mean
A11_floor_of_mouth_risk,QoL_worse,False,41,0.98,ok,-0.048441482745227665,0.43445322996762037,-0.02760200906640177,-0.6703677994781566,0.615163781345353,0.4664622757733915,0.239887326711556,0.000785957415264438,0.7132904977212456,0.9769952518487288,0.5105329760753373,False,41,independent factor
A11_floor_of_mouth_risk,QoL_worse,True,35,0.98,ok,0.21584096699473806,0.5152814069132502,0.10467251050426198,-0.5986296381581782,0.8079746591667019,0.6147426009735368,0.32048320728158863,0.007132794759836794,0.8780860066902424,0.987239376196093,0.3724967752225562,False,41,independent factor
A12_spinae_present,QoL_worse,False,41,0.98,ok,-0.12771022266482274,0.3136926217667764,-0.09163971056702032,-0.6124522335763497,0.4291728124423089,0.3650975556689468,0.16713731273395976,-0.11615077250444122,0.532107052465022,0.9654435649841542,0.6003460093152073,False,41,ridge indicator sensitivity
A12_spinae_present,QoL_worse,True,35,0.98,ok,-0.0231669382278282,0.44593511799340635,-0.012903263140020386,-0.6651850056223538,0.6393784793423128,0.48453629016636046,0.24956895340765747,0.001473797974698366,0.7342945071626563,0.9785649959573506,0.4940287057909901,False,41,ridge indicator sensitivity
A13_TMJ_risk,QoL_worse,False,40,0.98,ok,-0.611828954228119,0.38971423769318775,-0.3806069204269003,-0.9830523180445827,0.22183847719078192,0.10781235223558328,0.06220533704924918,-0.6933942170902097,0.4590108282077456,0.8551953408940812,0.747382988658498,True,40,clinical modifier
A13_TMJ_risk,QoL_worse,True,34,0.98,ok,-0.8754544384217997,0.8101533935389331,-0.2414784208494576,-1.0754240477482617,0.5924672060493466,0.28517713777909526,0.23070915599408,-0.3858084661336281,0.7935900759085359,0.9511222522103655,0.6659451144312702,False,40,clinical modifier
A6_A7_A9_tuberculum_primary,QoL_worse,False,41,0.98,ok,0.3475187822552003,0.7153883342936802,0.11404820564079093,-0.6891912486729177,0.9172876599544995,0.6096036274879997,0.3634924973157338,0.007881798225103442,0.9986881180974707,0.9869817268394703,0.3773780993514706,False,41,formative primary; A8 excluded for validation inconsistency
A6_A7_A9_tuberculum_primary,QoL_worse,True,35,0.98,ok,0.7330502544862583,0.6587535791454356,0.2679448518954476,-0.5126522113459481,1.0485419151368431,0.7494531759951563,0.4324035364720418,0.01689943906573063,1.0954567845588108,0.9931412631496328,0.24368808715447654,False,41,formative primary; A8 excluded for validation inconsistency
A6_A9_tuberculum_with_A8,QoL_worse,False,41,0.98,ok,0.4624611147687009,0.817062425179405,0.12599870514808606,-0.7098905832049902,0.9618879935011622,0.616170101255865,0.3816469034632952,0.008572024933360848,1.0448394466251063,0.9873357237762507,0.37116562252038565,False,41,sensitivity composite
A6_A9_tuberculum_with_A8,QoL_worse,True,35,0.98,ok,1.0472856152322587,0.5619561871486995,0.4627497885133198,-0.2693850841827564,1.194884661209396,0.892291285420058,0.5384934201477636,0.03814658618151004,1.2125363402804745,0.9974992481687863,0.10520796274872835,False,41,sensitivity composite
A3_category_2_proportion,QoL_worse,False,41,,ok,-0.72399253133846,0.28134522839145504,-0.5498870052221724,-1.0304577512055624,-0.06931625923878243,0.012459243926540187,-0.5498870052221724,-1.0304577512055624,-0.06931625923878243,0.012459243926540187,0.0,False,41,exploratory nominal contrast
A3_category_2_proportion,QoL_worse,True,35,,ok,-0.6961350390336021,0.40148795779911073,-0.4232414885728993,-1.0368169522406234,0.1903339750948248,0.08819181631207962,-0.4232414885728993,-1.0368169522406234,0.1903339750948248,0.08819181631207962,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,QoL_worse,False,41,,ok,-0.06110323152085482,0.5331039969511286,-0.028595678683811316,-0.743385145985586,0.6861937886179632,0.4687510384846244,-0.028595678683811316,-0.743385145985586,0.6861937886179632,0.4687510384846244,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,QoL_worse,True,35,,ok,0.15032903226574432,0.6611314011951193,0.05469734586057269,-0.7269260883199393,0.8363207800410846,0.5545465002906811,0.05469734586057269,-0.7269260883199393,0.8363207800410846,0.5545465002906811,0.0,False,41,exploratory nominal contrast
A3_A9_asymmetry_proportion,QoL_worse,False,41,,ok,-1.3898615462594293,0.7627299890258479,-0.41774865911477627,-1.2373273835548628,0.4018300653253101,0.15889345032702046,-0.41774865911477627,-1.2373273835548628,0.4018300653253101,0.15889345032702046,0.0,False,41,exploratory asymmetry
A3_A9_asymmetry_proportion,QoL_worse,True,35,,ok,-1.4265255249753148,0.8436436717797912,-0.3708209776182808,-1.2138635725407139,0.47222161730415224,0.19431339355842042,-0.3708209776182808,-1.2138635725407139,0.47222161730415224,0.19431339355842042,0.0,False,41,exploratory asymmetry
F1_low_ridge,MAI_worse,False,8,0.98,ok,-0.599835351862783,0.37575709419797854,-0.38333683627333454,-0.9720849490042138,0.2054112764575446,0.10095260378982268,0.05251744603736074,-0.6996064294572897,0.44259920613552617,0.8458774165931314,0.7449248128033088,True,9,continuous pilot
F1_low_ridge,MAI_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F3_low_palate,MAI_worse,False,8,0.98,ok,0.18974831712605827,0.2249660914132211,0.15780286733496382,-0.24429672483681394,0.5599024595067414,0.7791074868438979,0.2338830066421494,0.010157960126523945,0.5808817724570825,0.9941033463208873,0.2149958594769894,False,9,continuous pilot
F3_low_palate,MAI_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F4_low_angle,MAI_worse,False,8,0.9,ok,0.4724329414575307,0.3697817641325443,0.30539555578890315,-0.27731763780877267,0.8881087493865789,0.8478373752443955,0.37730841435101575,0.005823081643625859,0.9063694410519505,0.9803847733741767,0.13254739812978122,False,9,continuous pilot
F4_low_angle,MAI_worse,True,8,0.9,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F5_any_flabby,MAI_worse,False,34,0.8,ok,0.10904563494203799,0.41308821817416885,0.06480906987938187,-0.5593634596814662,0.6889815994402296,0.5806305898998378,0.20094587362078395,-0.40862886657790665,0.7389259345186313,0.846960102857395,0.26632951295755714,False,39,any vs none
F5_any_flabby,MAI_worse,True,31,0.8,ok,0.3120577410756437,0.45257629300212204,0.17152615542609775,-0.48611288718287726,0.8291651980350725,0.6953944951585068,0.28568637555677723,-0.30642221253746316,0.8656280328995319,0.9012271374444828,0.20583264228597598,False,39,any vs none
F6_deviation_from_90,MAI_worse,False,8,0.98,ok,-0.1634217733388203,0.4978678179179411,-0.08206007458769382,-0.7735297515798115,0.6094096024044238,0.40803660671347813,0.23731067656763102,-0.06901357801257746,0.7321256593484401,0.9710446700634776,0.5630080633499994,False,9,continuous pilot
F6_deviation_from_90,MAI_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F7_any_torus,MAI_worse,False,34,0.98,ok,-0.9505176963571159,0.40594838980993636,-0.5728852624597831,-1.1905781999826641,0.044807675063097574,0.03454831129221618,-0.13778815904592445,-1.0464127535087306,0.3720936634442608,0.6365956652123514,0.6020473539201353,True,39,any vs none
F7_any_torus,MAI_worse,True,31,0.98,ok,-0.7887470488743147,0.4512298831267782,-0.43470702700871694,-1.091268509658811,0.22185445564137712,0.09719776627115184,0.0531037248185866,-0.7940713719354344,0.48979916871440987,0.8403566963658188,0.7431589300946669,True,39,any vs none
A1_ridge_saturated,MAI_worse,False,35,0.98,ok,0.21916264494413987,0.47308661052476725,0.11563823560872478,-0.557890624336431,0.7891670955538803,0.631755489741983,0.3141092623360227,0.00761358455499266,0.8526891522257554,0.9881112297161254,0.3563557399741424,False,41,primary mandibular ridge measure
A1_ridge_saturated,MAI_worse,True,32,0.98,ok,0.18031804075833538,0.6056838893206276,0.07307982956320182,-0.6826616959461155,0.828821355072519,0.5751603146830999,0.32654438250981027,0.005746706815529456,0.913987529448366,0.9850150992955501,0.4098547846124502,False,41,primary mandibular ridge measure
A4_any_torus,MAI_worse,False,34,0.98,ok,-0.0974875265175499,0.45392185665652174,-0.053441828883240776,-0.712153435979392,0.6052697782129103,0.4368291058466238,0.23579183727287173,-0.011797106597647513,0.7138919917712416,0.9741642028947101,0.5373350970480862,False,40,any side vs none
A4_any_torus,MAI_worse,True,31,0.98,ok,0.05039204901524688,0.5601104500692006,0.02234784858266912,-0.7087215706263872,0.7534172677917254,0.5238877637375468,0.2949901503338993,0.0033167534083579017,0.8489577713444645,0.9816367553206744,0.45774899158312765,False,40,any side vs none
A5_lingual_pouch_risk,MAI_worse,False,35,0.98,ok,-0.3426893723567421,0.39117016087589174,-0.2125790244142067,-0.8164215520933372,0.39126350326492354,0.24509923506852604,0.15165193347201442,-0.3573465524179301,0.5523952067838808,0.940571798810634,0.695472563742108,False,41,bilateral mean
A5_lingual_pouch_risk,MAI_worse,True,32,0.98,ok,-0.5581159483752662,0.4974563737362447,-0.28048122355465577,-0.9716637827876528,0.410701335678341,0.21320452720443606,0.15760611888874548,-0.4850528247253696,0.6110749619581555,0.9296998507655302,0.7164953235610941,False,41,bilateral mean
A6_firm_gingiva_risk,MAI_worse,False,35,0.98,ok,0.26887011327460647,0.47516242862837277,0.14127878950283873,-0.5338045684053052,0.8163621474109826,0.659160679868717,0.32701010913562883,0.008983291769577725,0.8743524794117072,0.9894335789741723,0.3302728991054553,False,41,bilateral mean
A6_firm_gingiva_risk,MAI_worse,True,32,0.98,ok,0.3858587059601395,0.6116477909737847,0.15456283296035309,-0.6041682662455958,0.913293932166302,0.6551523893558165,0.3654795264908651,0.00987532308868106,0.9793913628294676,0.9892606672865423,0.33410827793072573,False,41,bilateral mean
A7_tuberculum_shape_risk,MAI_worse,False,35,0.98,ok,-0.2500653830382183,0.6005113227920925,-0.10238278395136215,-0.855488546896558,0.6507229789938335,0.3949455443897219,0.25339526327581097,-0.10331622913407949,0.788868099094942,0.9694957591292559,0.574550214739534,False,41,bilateral mean
A7_tuberculum_shape_risk,MAI_worse,True,32,0.98,ok,-0.13877478416798056,0.6469759070525918,-0.05189178399385419,-0.8272996809867288,0.7235161129990202,0.44782256939596926,0.2819492172866234,0.00013200740415979218,0.8478054983695965,0.9752874124000609,0.5274648430040916,False,41,bilateral mean
A8_inclination_risk,MAI_worse,False,35,0.98,ok,0.1729493519419104,0.41222555542233097,0.10296322578086747,-0.5204336242708382,0.726360075832573,0.6269238845062779,0.2888119801715233,0.006831333083647627,0.7860966402737684,0.987855816111736,0.3609319316054581,False,41,validation-sensitive
A8_inclination_risk,MAI_worse,True,32,0.98,ok,0.15740419308328252,0.4830328990488141,0.08141807630022305,-0.5994721058541113,0.7623082584545571,0.5926489977218882,0.301165142519629,0.00591850691979515,0.835065468408016,0.986023051857136,0.39337405413524784,False,41,validation-sensitive
A9_mobility_risk,MAI_worse,False,35,0.98,ok,-0.2633454484730134,0.564466157414538,-0.11578228973745482,-0.8493566754371212,0.6177920959622114,0.37852874836320277,0.2405864334069258,-0.13518122640672103,0.7580089522823695,0.9673830981234119,0.5888543497602092,False,41,bilateral mean
A9_mobility_risk,MAI_worse,True,32,0.98,ok,-0.31217970439061904,0.6575616900726308,-0.11437041307301063,-0.894450346469022,0.6657095203230005,0.3869192649039585,0.25923802432102666,-0.1249513523999573,0.8117173443164967,0.9684930626574252,0.5815737977534667,False,41,bilateral mean
A11_floor_of_mouth_risk,MAI_worse,False,35,0.98,ok,0.2698207201768884,0.41510250046334746,0.15972902920827897,-0.46624702175837657,0.7857050801749343,0.6915047089279419,0.31753103204740857,0.009961882097611896,0.8334904380180091,0.990854959238922,0.29935025031098006,False,41,independent factor
A11_floor_of_mouth_risk,MAI_worse,True,32,0.98,ok,0.10365195348569017,0.49908275278801506,0.05192113841483789,-0.6403942902332797,0.7442365670629554,0.5584301096810866,0.2925328064628157,0.0045506598651940365,0.8262132401363869,0.9839670148688588,0.4255369051877722,False,41,independent factor
A12_spinae_present,MAI_worse,False,35,0.98,ok,-0.508359514048994,0.3746939540385205,-0.3255413016863038,-0.9132232440704425,0.2621406406978348,0.1388047626063575,0.09005291220000804,-0.5869690256327944,0.4719405265824629,0.8872828489197429,0.7484780863133853,True,41,ridge indicator sensitivity
A12_spinae_present,MAI_worse,True,32,0.98,ok,-0.8041468681333602,0.49230686197349904,-0.4083074341238928,-1.0958663789451188,0.279251510697333,0.12222696173170977,0.08857444494599227,-0.7406428776132548,0.5375953865611355,0.871891566058684,0.7496646043269742,True,41,ridge indicator sensitivity
A13_TMJ_risk,MAI_worse,False,34,0.98,ok,-1.852032567301744,0.9643024937982484,-0.39241992126125336,-1.2624065833097033,0.4775667407871964,0.1883292740507566,0.1803393110722522,-0.6904215455982134,0.7472201444549897,0.918906340155586,0.7305770661048294,True,40,clinical modifier
A13_TMJ_risk,MAI_worse,True,31,0.98,ok,-1.8702530205453296,1.041420170431353,-0.35035117684303896,-1.2337883792084776,0.5330860255223996,0.21849759063965268,0.20511369596815063,-0.6035062596450976,0.7857047922895363,0.9317317656792636,0.713234175039611,False,40,clinical modifier
A6_A7_A9_tuberculum_primary,MAI_worse,False,35,0.98,ok,-0.09859088439392479,0.676736642373011,-0.034814518481709106,-0.82300211920993,0.7533730822465117,0.465505747883901,0.2937811321264254,0.0009378236165593474,0.8740093158235802,0.9769450149086357,0.5114392670247347,False,41,formative primary; A8 excluded for validation inconsistency
A6_A7_A9_tuberculum_primary,MAI_worse,True,32,0.98,ok,-0.039718787750030626,0.7619767182775758,-0.011954725611418643,-0.8312899132451284,0.807380462022291,0.48859285476936737,0.3152367993970604,0.0020610631648370053,0.9253214169008586,0.9789390036556919,0.4903461488863245,False,41,formative primary; A8 excluded for validation inconsistency
A6_A9_tuberculum_with_A8,MAI_worse,False,35,0.98,ok,0.03411365067946161,0.7899258106067728,0.00975810142249334,-0.8182850325034605,0.837801235348447,0.5092136542450573,0.32760716779562843,0.0030638029371097015,0.950505118873593,0.9805700788902315,0.47135642464517424,False,41,sensitivity composite
A6_A9_tuberculum_with_A8,MAI_worse,True,32,0.98,ok,0.06940950956265537,0.8689876992768929,0.017263648770369334,-0.8321486168000819,0.8666759143408204,0.5158875662947344,0.3390922881578606,0.003472028084044598,0.9801819269864129,0.981074209415436,0.46518664312070157,False,41,sensitivity composite
A3_category_2_proportion,MAI_worse,False,35,,ok,-0.5745674216388259,0.5772693926096925,-0.24628260633522606,-0.987034881579792,0.49446966890933974,0.2573161847060028,-0.24628260633522606,-0.987034881579792,0.49446966890933974,0.2573161847060028,0.0,False,41,exploratory nominal contrast
A3_category_2_proportion,MAI_worse,True,32,,ok,-0.47056990669472276,0.6866967309524846,-0.16304079457657308,-0.9552668785448402,0.6291852893916938,0.3433408815145459,-0.16304079457657308,-0.9552668785448402,0.6291852893916938,0.3433408815145459,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,MAI_worse,False,35,,ok,-1.5717093890123943,0.7494559288203989,-0.48408895043162925,-1.299301115261858,0.3311232143985994,0.12223936224999832,-0.48408895043162925,-1.299301115261858,0.3311232143985994,0.12223936224999832,0.0,False,41,exploratory nominal contrast
A3_category_3_proportion,MAI_worse,True,32,,ok,-1.5217543421441748,0.8755639544586873,-0.37422192177669183,-1.2252194577931736,0.4767756142397898,0.19437557097516422,-0.37422192177669183,-1.2252194577931736,0.4767756142397898,0.19437557097516422,0.0,False,41,exploratory nominal contrast
A3_A9_asymmetry_proportion,MAI_worse,False,35,,ok,-1.6843508285356725,0.9084172750673296,-0.391628638943917,-1.2501565521118612,0.4668992742240269,0.1856440965769381,-0.391628638943917,-1.2501565521118612,0.4668992742240269,0.1856440965769381,0.0,False,41,exploratory asymmetry
A3_A9_asymmetry_proportion,MAI_worse,True,32,,ok,-2.077965195274449,1.159087467199984,-0.32600978620610555,-1.2258398207098717,0.5738202482976603,0.2388217067616471,-0.32600978620610555,-1.2258398207098717,0.5738202482976603,0.2388217067616471,0.0,False,41,exploratory asymmetry
F1_low_ridge,chewing_worse,False,9,0.98,ok,0.14724150915086917,0.41407156320860894,0.08734112687323999,-0.5377131948698539,0.7123954486163339,0.6079088651768594,0.2822013864164977,0.006046393536287418,0.776075589358777,0.9868567897423237,0.37894792456546433,False,9,continuous pilot
F1_low_ridge,chewing_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F3_low_palate,chewing_worse,False,9,0.98,ok,-0.20860223603482025,0.501486797945836,-0.10399142976879928,-0.7979713271112346,0.5899884675736359,0.3844949199476915,0.229748138632694,-0.11597774607164138,0.7206695183436224,0.9681576473884005,0.5836627274407089,False,9,continuous pilot
F3_low_palate,chewing_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F4_low_angle,chewing_worse,False,9,0.9,ok,-0.5839421689115284,0.6555922864479807,-0.21474738841111973,-0.9939689339720089,0.5644741571497692,0.2945465171908248,0.11196280235980945,-0.7630578996598404,0.7205193498057635,0.7896860801279718,0.495139562937147,False,9,continuous pilot
F4_low_angle,chewing_worse,True,8,0.9,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F5_any_flabby,chewing_worse,False,39,0.8,ok,0.7750178565682732,0.2840986682610031,0.5858705850125464,0.1017402660855844,1.0700009039395084,0.9911503998051324,0.5903337256378125,0.12651202979310472,1.0707035513003715,0.9977669737677513,0.0066165739626188325,False,39,any vs none
F5_any_flabby,chewing_worse,True,33,0.8,ok,0.666717518387971,0.39978498742422824,0.4067056542904206,-0.20528352658449123,1.0186948351653322,0.9036307372728151,0.44980643055396385,-0.0066616544465842595,1.0286503233241355,0.97399624248897,0.07036550521615492,False,39,any vs none
F6_deviation_from_90,chewing_worse,False,9,0.98,ok,-0.09912502675806976,0.9559052018511867,-0.021294225939459087,-0.8896589769378248,0.8470705250589066,0.4808331541720944,0.3306443186325212,0.001905045246529041,0.9747265586157224,0.9782913141229784,0.49745815995088405,False,9,continuous pilot
F6_deviation_from_90,chewing_worse,True,8,0.98,insufficient_data,,,,,,,,,,,,,9,continuous pilot
F7_any_torus,chewing_worse,False,39,0.98,ok,-0.08607453131613599,0.3895206746099342,-0.053565399706531645,-0.6558246045236531,0.5486938051105897,0.43080671075636984,0.21372029351332952,-0.021085046563994726,0.6495529779145343,0.9735236436862439,0.542716932929874,False,39,any vs none
F7_any_torus,chewing_worse,True,33,0.98,ok,-0.2302252510742011,0.43434524185891804,-0.1312106535361048,-0.7738853942339559,0.5114640871617461,0.34452195500417115,0.1992374682203553,-0.18193262191582552,0.6451591842954545,0.9623865944269336,0.6178646394227625,False,39,any vs none
A1_ridge_saturated,chewing_worse,False,41,0.98,ok,0.42944565333027684,0.48067849929973155,0.22318055755816282,-0.4559868884888759,0.9023480036052013,0.7402323423961856,0.3707625343601799,0.01399826566938485,0.9448718227740952,0.9927915060365613,0.2525591636403757,False,41,primary mandibular ridge measure
A1_ridge_saturated,chewing_worse,True,35,0.98,ok,0.537088606362137,0.5592791365950823,0.23858170797376502,-0.4920059169032338,0.9691693328507637,0.738929484080894,0.39802259629344383,0.014961022525010874,1.015174640106267,0.9927500724434875,0.25382058836259347,False,41,primary mandibular ridge measure
A4_any_torus,chewing_worse,False,40,0.98,ok,-0.5983375406073062,0.4144490395816112,-0.35466034141616054,-0.9800524782712748,0.27073179543895365,0.1331772362035219,0.09095850152657062,-0.640856778581463,0.49784628527289043,0.8824340681568092,0.7492568319532873,True,40,any side vs none
A4_any_torus,chewing_worse,True,34,0.98,ok,-0.7770676922092126,0.46835169173998065,-0.4139033859792483,-1.0838500786515828,0.256043306693086,0.11296764458543163,0.07567716617346276,-0.7529619229841632,0.515360030026783,0.8615967734828358,0.7486291288974042,True,40,any side vs none
A5_lingual_pouch_risk,chewing_worse,False,41,0.98,ok,0.3440028275143447,0.43529772861769334,0.1956855877715328,-0.44779123155204203,0.8391624070951074,0.724425114597046,0.3427926169557504,0.012201884706986405,0.8822621483521877,0.9921880821465056,0.2677629675494596,False,41,bilateral mean
A5_lingual_pouch_risk,chewing_worse,True,35,0.98,ok,0.44300777600494773,0.5138822304596419,0.21543929478470517,-0.48693478515917177,0.9178133747285819,0.7261399524147144,0.37515332865031714,0.013446244775304544,0.9645237898686455,0.9922632058097433,0.26612325339502885,False,41,bilateral mean
A6_firm_gingiva_risk,chewing_worse,False,41,0.98,ok,0.653501238426839,0.389244811003647,0.4069006748036478,-0.19509298920332885,1.0088943388106242,0.9073783487331503,0.4617704023446877,0.03570660276550944,1.0212900160205265,0.9978746951003558,0.0904963463672055,False,41,bilateral mean
A6_firm_gingiva_risk,chewing_worse,True,35,0.98,ok,0.7052317372373842,0.44198387820979373,0.39588645747444196,-0.253157211410588,1.0449301263594717,0.8840515727505631,0.4673114237106792,0.031668391757673026,1.0618378416649505,0.9972785157045444,0.11322694295398128,False,41,bilateral mean
