data_status,simulation_scenario,predictor,exposure_definition,outcome,outcome_definition,n,events_total,event_rate,exposed_total,exposure_prevalence,events_exposed,non_events_exposed,events_unexposed,non_events_unexposed,crude_or,crude_ci_low,crude_ci_high,adjusted_or,adjusted_ci_low,adjusted_ci_high,p_value,adjustment_set,q_value_global_132_tests,q_value_within_outcome_22_tests,fdr_significant_global_0_05
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,415,0.415,207,208,289,296,1.019297311684855,0.7925663600864838,1.3108896137032633,1.0358616130146352,0.7900080521860408,1.3582257526972605,0.7988218763091751,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9937248426756757,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,407,0.407,202,205,294,299,1.0021237763398043,0.7786357662619388,1.2897584552617538,1.0379654026460507,0.7920592559736699,1.3602166365264883,0.7870747388830922,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9937248426756757,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,440,0.44,210,230,286,274,0.8747339616904835,0.6813136153153851,1.1230650416116081,0.8704414364620782,0.6661211948962648,1.1374330979337146,0.30937119555594006,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.7689845116414094,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,406,0.406,197,209,299,295,0.9299739162439391,0.722462234627189,1.1970888489975908,1.0224862317159715,0.7798598292044928,1.3405974444345752,0.8721730520078351,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9971355368331474,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,331,0.331,165,166,331,338,1.0149965420594766,0.7799335158880029,1.3209048712565297,1.0752628767227301,0.8110398861502126,1.4255652204063156,0.6140234304871666,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9937248426756757,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,366,0.366,171,195,325,309,0.8337514792899409,0.644333953594535,1.078852860911939,0.8538829987009836,0.6482776687065088,1.124697349093283,0.26106834699263237,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.7689845116414094,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,378,0.378,193,185,303,319,1.0983319953616983,0.8505054431809477,1.4183720771068111,1.151070763279944,0.8750179016173821,1.5142134802371596,0.31458457294421294,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.7689845116414094,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,388,0.388,201,187,295,317,1.1550258315961208,0.8954496133172236,1.4898489561150718,1.1594402273970648,0.8824488581910916,1.5233762596307339,0.2881781964809792,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.7689845116414094,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,296,0.296,147,149,349,355,1.003538393492433,0.7648866063047399,1.3166517741482542,1.0358672914422036,0.7735192982123423,1.3871936329961445,0.8130475985528256,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9937248426756757,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,451,0.451,225,226,271,278,1.021291186363191,0.7960736980176023,1.3102250331100265,1.0004889307665628,0.7661538798154021,1.306497463443762,0.9971355368331475,age_per_10y + gender + denture_type + baseline_outcome,0.9971355368331474,0.9971355368331474,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,295,0.295,150,145,346,359,1.0733506079330277,0.8178507350958876,1.4086696729753825,0.9381809591919299,0.7007679431863065,1.2560270782196494,0.6681666228090759,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9937248426756757,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),ohip_meaningful_improvement,Anchor-alapu szamottevo OHIP-5 javulas,1000,496,0.496,700,0.7,337,363,159,141,0.8232756380269245,0.6279041531389268,1.07943668278091,0.7171399415481509,0.5349382023742448,0.9614002018945098,0.026203846195375847,age_per_10y + gender + denture_type + baseline_outcome,0.8648224321204118,0.5764846162982686,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F5,F5 >= 2 vs F5 = 1,ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,374,0.374,89,285,137,489,1.114636957356896,0.8222789882098747,1.5109416202043708,1.0998322253315491,0.8011360314195475,1.5098945452926147,0.5561535270706324,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F7,F7 >= 2 vs F7 = 1,ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,345,0.345,69,276,157,498,0.7929936305732485,0.5763931819998662,1.090989480388905,0.743796804793396,0.5332407861546613,1.0374931947917525,0.081300404977198,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F8,F8 >= 2 vs F8 = 1,ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,482,0.482,101,381,125,393,0.8334488188976378,0.6188546013967046,1.122455795196688,0.8335252388384429,0.6112047531077363,1.1367128940802234,0.24997713287627077,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A1_Kaan,A1_Kaan >= 2 vs A1_Kaan = 1,ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,437,0.437,99,338,127,436,1.005544425290034,0.7458848528624001,1.355597432166108,0.9896630457154387,0.7247911637511291,1.35133124276204,0.9478692147091422,age_per_10y + gender + denture_type + baseline_outcome,0.9832183897815071,0.9478692147091422,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_jobb,"A3_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,398,0.398,99,299,127,475,1.238379901508967,0.9174318286141955,1.671606251963024,1.2550387399466763,0.9177412905065386,1.7163031183848851,0.15489344073088115,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_bal,"A3_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,376,0.376,88,288,138,486,1.076086956521739,0.7935854951183505,1.4591536074175946,1.1459043702006175,0.8337851569051058,1.5748623188722932,0.4011945097420728,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_jobb,"A4_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,270,0.27,54,216,172,558,0.811046511627907,0.5751337104347699,1.1437278533482904,0.8275080484809783,0.5790881028143121,1.1824963541348599,0.2985353757844452,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_bal,"A4_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,275,0.275,65,210,161,564,1.0842945874001775,0.7805113747659967,1.5063134123033164,1.1001099180147431,0.7805918232630593,1.5504157174684539,0.5857459495116464,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_jobb,"A5_jobb in {1,3} vs 2",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,442,0.442,97,345,129,429,0.9350185372430064,0.6932873833026982,1.2610350138253394,0.9273301050841734,0.6784847852076596,1.2674434895872089,0.6360233989965218,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A5_bal,"A5_bal in {1,3} vs 2",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,448,0.448,102,346,124,428,1.017527503263099,0.7554160024515432,1.3705855006205674,0.9670341041173478,0.7087094524600667,1.319518111801584,0.8325742629392304,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9124957923579272,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_jobb,"A6_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,415,0.415,90,325,136,449,0.9142533936651583,0.6758263116293406,1.236795983590957,0.9005384112746734,0.656018679062624,1.2361986877262332,0.5168993224315566,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A6_bal,"A6_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,407,0.407,91,316,135,458,0.976980778246601,0.7223042306436775,1.3214534825758173,0.9419963704488334,0.6874663713710257,1.2907644633861939,0.7100354251359282,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_jobb,"A7_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,440,0.44,103,337,123,437,1.0858845383706062,0.8061673756147322,1.4626556052001025,1.0782522888856532,0.7907422169918263,1.470299641911199,0.6339659290346966,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A7_bal,"A7_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,406,0.406,91,315,135,459,0.9822222222222222,0.726154923646599,1.328587691704043,0.8917901255042723,0.6504156480597015,1.2227406125904372,0.4769692624564591,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_jobb,"A8_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,331,0.331,70,261,156,513,0.8819628647214854,0.641125567227021,1.2132701213462782,0.840754555026117,0.6034861584801776,1.1713080935896596,0.30522023252170827,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A8_bal,"A8_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,366,0.366,88,278,138,496,1.1377332916275675,0.838607060057288,1.543556099789182,1.1128821654847454,0.8099237174212018,1.5291646455266468,0.5094613279203384,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_jobb,"A9_jobb in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,378,0.378,89,289,137,485,1.090217967822595,0.8044258942700644,1.4775447009220672,1.073918500863732,0.7817214369427711,1.4753349364549115,0.6598416033293848,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A9_bal,"A9_bal in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,388,0.388,76,312,150,462,0.7502564102564102,0.54966584165082,1.0240488647435586,0.7310390082195419,0.5282756619868683,1.0116272052523514,0.05872903725138669,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A11,"A11 in {1,3} vs 2",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,296,0.296,73,223,153,551,1.1789032503883468,0.8566862510928018,1.6223125700959282,1.1565231170433496,0.8278308468520447,1.615723460102859,0.39398878696370276,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A12,"A12 in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,451,0.451,102,349,124,425,1.0017099547093078,0.743713053493065,1.3492069671909828,1.0260730056254606,0.7520406293035435,1.399958688200499,0.8710187108871122,age_per_10y + gender + denture_type + baseline_outcome,0.9678238787453687,0.9124957923579272,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A13,"A13 in {2,3} vs 1",ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,295,0.295,65,230,161,544,0.9549014312719417,0.6887769378102188,1.3238491206516623,1.0819881056657934,0.7691987382178692,1.5219711144022465,0.6508037620779112,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A14,A14 >= 2 vs A14 = 1 (protetikai szituacio),ohip_meaningful_deterioration,Anchor-alapu szamottevo OHIP-5 romlas,1000,226,0.226,700,0.7,157,543,69,231,0.9679718151973737,0.7013075435158211,1.3360321640335544,1.0675927951154385,0.7615553223003688,1.4966140250187345,0.7043176924950243,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.822146281736338,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F5,F5 >= 2 vs F5 = 1,gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,374,0.374,231,143,406,220,0.8753315649867374,0.6713145829230232,1.1413506694967603,0.8899664027493123,0.6753946498653539,1.1727072433583114,0.40758423021390344,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F7,F7 >= 2 vs F7 = 1,gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,345,0.345,220,125,417,238,1.0045083932853718,0.7659031355187192,1.317447423031339,1.075144925345105,0.8107021468130399,1.4258462433329513,0.6149439443585922,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,F8,F8 >= 2 vs F8 = 1,gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,482,0.482,303,179,334,184,0.9325260094336467,0.7205265159718374,1.2069018127630313,0.9133428024365078,0.698576283712379,1.1941359794373327,0.5074963152127674,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A1_Kaan,A1_Kaan >= 2 vs A1_Kaan = 1,gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,437,0.437,282,155,355,208,1.065988187187642,0.8217772865895414,1.3827722349682876,1.07349702961256,0.8190940446570463,1.4069152133434157,0.6073086984934202,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_jobb,"A3_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,398,0.398,259,139,378,224,1.104183320010658,0.8478442153919277,1.4380245592949619,1.0629935205815453,0.8079938500120607,1.3984700809065336,0.6624614792031404,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A3_bal,"A3_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,376,0.376,239,137,398,226,0.9906099842277079,0.7592293975317435,1.2925054588795621,0.9563831536089451,0.7252980476395267,1.2610936145268403,0.7519754954169545,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_jobb,"A4_jobb in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,270,0.27,180,90,457,273,1.1947483588621444,0.8903140271032991,1.6032810868408005,1.2526194314903034,0.9227944657284459,1.7003303535294745,0.14856366566926474,age_per_10y + gender + denture_type + baseline_outcome,0.966867414495252,0.9294181692713462,0
SYNTHETIC_SIMULATION_RESULT_NOT_EMPIRICAL_EVIDENCE,NULL_ANATOMY_EFFECT_PIPELINE_TEST,A4_bal,"A4_bal in {2,3} vs 1",gohai_meaningful_improvement,Anchor-alapu szamottevo GOHAI javulas,1000,637,0.637,275,0.275,176,99,461,264,1.0180766449746927,0.7625584072850302,1.359213989565929,1.0075371131049708,0.7464099478845917,1.360018093489901,0.9608725172864729,age_per_10y + gender + denture_type + baseline_outcome,0.9832183897815071,0.9608725172864729,0
